chr,en,num_words
"ᏲᎾ ᎤᏤᏍᏙ ᏃᎴ ᎡᎳᏆᏗ ᎤᏂᎷᏤ, ᏗᏓᎾᏏᏁᎩ ᎠᏂᎾᏏᏂᏎᎢ.","Fern and Avery arrived, dragging a sled.",7
ᎯᏍᎩ ᎢᏳᏩᎬᏘ ᎤᏩᎭᏂᎸ ᎠᏓᏅᏙ.,Five dramatic heartbeats.,3
"ᎤᎯᏐᏗ ᎤᏓᏅᏘ, ᎤᏓᏏᏁᎢ ᏃᎴ ᎠᎦᏍᎬ ᎤᏛᎦᏍᏔᏁᎢ ᏫᎵᎻ.","Sadly, Wilbur lay down and listened to the rain.",9
ᎤᏍᏚᎩᏎ ᎤᏬᏱᏂᏓᏍᏗ ᎪᏱᏁ.,Mrs. Arable opened her handbag.,5
"“’ᎠᏤ ᎤᏔᎷᎩᏍᎩ ᎠᎵᏖᎸᎮᏍᎩ,” ᎤᏛᏁ ᏌᎳᏓ ᎤᏍᎦᏃᎵ.","“ ‘With new radiant action,’  repeated Charlotte, slowly.",8
ᎨᏍᏗ ᏫᏥᎢᎦ ᏳᏂᏬᏂᏌ ᎠᎾᎵᏍᏔᏴᎲᏍᎬ.,Nobody said much of anything during the meal.,8
ᎠᏎᏃ ᏚᎾᏦᎭᏱᎸᏉ.,"As it was, they wept.",5
"ᎾᏍᎩ ᏦᏥᎦᏔᎭ, ᎢᏓᎵᏅᏟ ᎤᏁᎳᏅᎯ ᎢᏥᎨᏳᎯ, ᎡᏣᏑᏰᏛ ᎨᏒᎢ.","knowing, brethren beloved of God, your election,",7
ᎿᏉᏃ ᎠᏂᏆᎵᏏ ᎤᏂᏁᏨ ᎯᎠ ᏂᏚᏂᏪᏎᎸᎩ; ᏥᎪ ᏂᎯ ᎾᏍᏉ ᎡᏥᎶᏄᎡᎸ?,"The Pharisees therefore answered them, Are ye also led astray?",10
ᎯᎠᏃ ᏧᏆᎶᎦ ᎦᏙ ᏫᏚᎾᎪᏒ.,These are leaves that have decomposed into soil.,8
ᎯᎧᏔᎭ ᎨᏍᏗ ᏗᎧᏃᎮᏗ ᏱᏓᏂᏃᎮᏍᎪᎢ ᎧᏅᏂᏍᎩ.,You know spiders don’t tell stories.,6
ᏂᎦᏓᏗ ᎧᏂᎩᏓ ᏦᎳᏂ.,They’ve none of them got winders.,6
ᎤᎵᏍᎫᏪ ᏲᎾ ᎤᏤᏍᏙ.,Fern nodded.,2
"ᏑᏕᏘᏴᏓ ᎣᏁ, ᏂᎦᏓ ᎤᎪᏐᏅ ᎦᏅᏙᏗ.","After one year, the bag has decomposed.",7
ᎠᎩᏁᎵᏍᎪ ᎤᎵᏲᏗ.”,I can’t stand hysterics.”,4
"”ᏫᎵᎻ,” ᎤᏛᏁ ᏲᎾ ᎤᏤᏍᏙ, ᎠᏍᎩᏥᏍᎩ.","“Wilbur,” replied Fern, dreamily.",4
ᏍᎩᎾᎾ ᏄᎵᏍᏗᏍᎪ ᎯᎸᎢᏴ.,“He gets these spells.,4
ᎠᎴ ᎨᏍᏗ ᎾᎥᏂ ᏱᎩ.,And none too soon.,4
“Ꭾ-Ꭰ-Ꭰ!” ᎤᎾᏛᏁᎢ ᎤᏂᏃᏕᎾ.,“He-aa-aa!” answered the sheep all together.,6
ᏍᏈᏍᏔ.,Many of them.,3
ᏔᎵ ᎢᎦ ᏕᏣᏂᎬᎦ ᏗᏣᏏᎳᏛᏗ.”,You lack two things needed for spinning a web.”,9
"“Ꭵ, ᎤᏙᏳᎯ,” ᎤᏛᏁ","Yes, you are right, he said",6
“ᎤᏂᏍᏆᏂᎩᏗ ᎣᏣᏓᏤᎵ.,“I have some very remarkable cousins.,6
ᎾᏍᎩᏃ Ꮎ ᏅᏓᎨᏥᏅᏏᏛ ᎠᏂᏆᎵᏏᏱ ᎤᎾᎵᎪᎯ ᎨᏒᎩ.,And they had been sent from the Pharisees.,8
“ᏃᏉ ᎦᏙ ᏓᎦᏛᏁᎵ?”,Now whatever will I do?,5
"“ᏕᎾᏓᎪᎲᏳᏛ ᎤᏛᏁ, ᏭᎶᏌ ᎦᎶᎯᏍᏗ.","“Good-bye!” it said, as it sailed through the doorway.",9
"ᎤᏂᏃᎮᎸᎩᏃ ᎨᏒ ᎤᏅᏒ, ᎯᎠ ᏄᏂᏪᏒᎩ; ᏂᎦᏕᏅᎾ ᏥᎩ ᏅᏗᎦᎵᏍᏙᏗᎭ.","And they reasoned among themselves, saying, We took no bread.",10
ᎨᏍᏗ ᎩᎶ ᏳᏁᎸᏔᏅ ᏧᎴᏫᏍᏙᏗ.,No one tried to stop them.,6
ᎦᏓ ᎠᎪᎵᏰᏍᎪ ᏃᎴ ᎢᏳᏍᏗ ᏂᎬᏁᎲ ᎦᏓ.,She studies soil and what makes soil.,7
"”Ꭵ, ᎣᏍᏓ ᏏᏆ ᏂᏗᎦᎵᏍᏔᏂ,” ᎤᏛᏁ ᎰᎻ.","“Yes, he'll make a good pig,” said Mr. Zuckerman.",9
“ᎭᏛᎦᏍᏓ!,“Listen!,1
ᎠᎾᎵᏅᏟ ᏗᎨᏳᏗ ᎨᏒ ᏅᏩᏍᏗᏗᏎᏍᏗᏉ.,Let love of the brethren continue.,6
ᏯᏋᎨᏫᏐᏉ ᏩᏯ ᎦᏚᎲ.,Put that Wayah Town behind me.,6
ᎤᏁᎦ ᎨᏎ.,It was a white one.,5
ᎤᎿᏛ ᎠᏒᏛ ᏗᎦᎾᎥ ᏭᎳᏏᏔᏁ…,"He stepped there, where the trap lay…",7
"ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ, ᎦᏙ ᎦᎵᏍᏙᏗᎭ ᏂᏦᎵᎬᎾ ᏥᎩ?","And he said unto them, Do ye not yet understand?",10
ᏃᎪᎱᏍᏗ ᎤᎦᎾᏍᏓ ᎠᎩᏍᏗ ᎢᏳᏍᏗ ᎤᏃᏴᎦ.”,“It sounds like a rich dessert.”,6
"ᎭᏂ ᎢᏣ ᏗᏘᏅ ᎭᏓᏅᏖᏍᎬ, ᎠᎧᎵᏨ ᎤᏏᏩ ᎨᏒ.",Send some thoughts this way to fill this empty place.,10
ᏫᎵᎻᏃ ᎪᏎᎰ.,She calls him Wilbur.,4
ᎢᏧᎴᎭ ᎢᎩᎾᏕᏘᏴᏓ.,We’re the same age.,4
"”ᎦᎵᏉᎩ,” ᎤᏛᏁ ᏲᎾ ᎤᏤᏍᏙ.","“Seven,” replied Fern.",3
ᎨᏍᏗ ᏥᏍᏆ ᎬᏆᏕᏯᏙᏗ ᏱᎩ,Can't be bothered with a bird,6
"ᎠᏍᏚᎩᏍᏗ ᎤᏂᏴᏩᏛᎮ - ᎦᏅᎯᏓ, ᏔᎷᎩᏍᎩ ᎪᏒᏓᏅ.","They found a key - long, of iron.",8
XII. ᏧᎾᏦᎯᏍᏗ,XII. A Meeting,3
ᎭᏩ ᎠᏆᏛᏅ.,"Yes, I said.",3
“ᎠᏎᏃ ᎨᏍᏗ ᎪᎱᏍᏗ ᎬᏆᏛᏁᏗ ᏱᎩ.,“But I can’t help it.,5
ᎡᎳᏆ ᏳᏯᏍᎬᎾ.,Slug,1
ᎾᏍᎩ ᎢᏳᏍᏗ ᏕᏣᏓᎦᎵᏍᏓᏗᏍᏗᏍᎨᏍᏗ ᎯᎠ ᎾᏍᎩ ᏥᏕᏣᏓᏪᏎᎲᎢ.,Wherefore comfort one another with these words.,7
ᎡᎾᎢ ᎤᎵᏬᏨ ᎠᎪᏍᎪᎢ.,The dead organisms decompose.,4
ᎾᏍᎩᏃ ᎤᏩᏒᎯ ᏄᏩᏓᎴᎢ ᎤᏃᏴᎬᎢ ᎦᏃᎸᏍᎬᎢ,The only other sound’s the sweep,6
"”ᏙᎢᏳᏍᏗ ᏍᎩᎾᏂ?” ᎤᏓᏛᏛᏁ ᏫᎵᎻ, ᎤᏲ ᎤᏓᏅᏘ.","“What are they?” asked Wilbur, sadly.",6
ᏚᎵᏖᎸᏁ ᏚᏄᏌᏛ ᏧᏍᏆᏴᏍᏗ.,Templeton's whiskers quivered.,3
ᏙᏱᏨ ᎤᏪᏓᏍᏗ ᎤᏴᏣ ᏃᎴ ᎦᏓᏁ ᎨᏎᎢ.,His yard was cold and wet.,6
"“ᎡᎵᏍᏗᏗ,” ᎤᏛᏁ ᎤᎯᏐᏓᏁᎯ.","“Perhaps,” she said, wearily.",4
ᎾᎯᏳ ᎤᏑᎵᎪᏨ ᎩᏟ ᎤᏍᎦᏎᏗ ᏂᎦᏪᏍᎬ ᏓᏑᏫᏍᎬᎢ.,"After that, the dog did not bark like that anymore.",10
“ᏫᏗᏯᎷᎦ ᏐᎢ ᎠᎳᏑᎶ.,Let's go hunt for another shoe.,6
"“ᎪᎱᏍᏗ ᏂᎬᏁ, ᎠᏎ ᏍᎩᏥᏄᏍᏙ.","“Making something, as usual.”",4
"ᎤᏂᏁᎫᏰᏃ ᎤᎾᏁᎳᎩ ᏙᏤᎵᏎᎭ ᎣᏏᏳ ᎢᏥᏰᎸᎭ, ᏂᎯ ᎢᏥᎦᏔᎾᎢ ᎨᏒ ᎢᏳᏍᏗ.","For ye bear with the foolish gladly, being wise yourselves.",10
ᎤᏕᎸ ᎦᎷᏯᏍᏘ ᏣᎵ.,Charley handed him his hatchet.,5
ᏙᏉ ᏣᎵᏍᏔᏁᎭ ᏣᏄᏏ?,"“What ails you, Lurvy?",4
ᏥᏯᎸᏒ.,I went looking for her.,5
ᎤᏏᏩ ᎨᏎᎢ.,It was empty.,3
ᎩᎶ ᏄᏓᎴ ᏱᏥᏔᏲᏏ ᎠᎩᏍᏕᎸᏗ”,I will ask someone else for help.,7
“ᎦᎵᎡᎵᎩ ᏥᎬᎪᏩᏔ.,“I’m glad to see you.,5
ᎯᎠ ᎠᏂᏣᎳᎩ ᏧᎾᏛᏓᏍᏓᏁᎢ ᏃᎴ ᏧᎾᎾᎾᏖᎢ ᏍᎩᎾ ᏗᎧᏃᎩᏓ ᎯᎪᎢᎦ.,The Cherokees listened and remember those songs to this day.,10
ᏭᏢᏁᎢ ᏫᎵᎻ ᎠᏓᏅᏖᏍᎨ ᎢᏳᏛᏁᏗ.,Wilbur had gone to sleep thinking about these plans.,9
"ᎤᏓᏅᏪᎥ ᎠᎩᏍᏙᎯ ᎤᏩᏌ, ᏓᏴᏈᏛ ᏗᎬᎯᏓ.","Nothing but a dent in the pillow, flapped-back sheets.",9
ᏧᎦᏌᏬᎸ ᏚᎧᎵᏤ ᏗᎦᏙᎵ.,Tears came to his eyes.,5
ᏂᎦᏓ ᏃᏉ ᎯᏥᏧᏣ!,"“All together, now, boys!",4
ᎾᏍᎩ ᎦᎸᏉᏙᏗ ᎨᏎᏍᏗ ᏂᎪᎯᎸ ᎠᎴ ᏂᎪᎯᎸᎢ. ᎡᎺᏅ.,to whom be the glory for ever and ever. Amen.,10
ᎠᎴ ᎠᎨᏴ ᎡᎳᏩᏱ ᎠᏕᎶᏆᏍᎨᏍᏗ ᎤᏣᏘ ᎤᏬᎯᏳᎯᏳ ᎨᏎᏍᏗ.,Let a woman learn in quietness with all subjection.,9
“ᎭᎳᏑᏢᎩ! ᎭᎳᏑᏢᎩ!” ᎤᏃᏎᎴ ᏩᎭᏯ.,Put it on! Put it on! they told Wolf.,9
"”ᎦᎵᎡᎵᎦ ᏳᏣᎩᏒᎾ ᏥᎨᏎ ᎠᏓᎯ,” ᎤᏛᏁ.","“I’m delighted that the egg never hatched,” she gabbled.",9
ᎠᏂᎨᏯ ᎤᎵᏗᏨ ᏚᎾᏁᎢ.,The ladies climbed in beside him.,6
“ᎤᏙᎯᏳᎩ?” ᎤᏛᏁ ᏫᎵᎻ.,“Really?” said Wilbur.,3
"“ᎭᏗ,” ᎤᏛᏁ ᏌᎳᏓ.","“No,” said Charlotte.",3
”ᏙᎢᏳᏍᏗ ᎤᏦᎢᏎᏗ?” ᎤᏛᏛᏁ ᎰᎻ.,“What’s the trouble?” asked Mr. Zuckerman.,6
"ᎾᏍᎩ ᏅᏗᎦᎵᏍᏙᏗᎭ ᏕᏥᏯᎵᏂᏆᏅᏁᎭ ᎤᎬᏫᏳᎯ ᎢᎦᏤᎵᎦ ᏥᏌ ᎦᎶᏁᏛ ᎤᏙᏓ,","For this cause I bow my knees unto the Father,",10
ᎢᏳᏉ ᏫᏛᏂᎸᏂ ᏫᎵᎻ ᎧᏁᏌᎢ.,Wilbur will soon be put into the crate.,8
"ᎤᏂᏁᎦᎳᎩᏍᏗ ᎤᏂᏁᎦᎸ, ᎤᏅᎨᏫᏍᏗ ᎤᎾᏅᏛ, ᎤᎾᏓᏅᏍᏗ.","Slough a skin, dismiss memory, move on.",7
"”ᏰᎵ ᎤᎵᏍᎨᏓ ᎪᎱᏍᏗ,” ᎤᏛᏁ.","“This is a very serious thing, Edith,” he replied.",9
“ᎨᏍᏗ ᎤᏩᏌ ᎤᏓᏅᏖᎸ ᏱᎩ ᎤᏍᏗᎩ ᎤᏕᏅ ᏣᎨ?,"“The pig couldn't help being born small, could it?",9
ᎠᎬᏱ ᏑᎾᎴ ᎤᏰᏤ ᎤᏃᎴ.,Wendy woke up early one morning.,6
ᏌᏊ ᏥᏗᏩᏗ ᎠᎳᏑᎶᎢ.,Let's find one more shoe.,5
ᎠᏂᏫᏅ ᎾᏍᏉ ᏕᎯᏁᏤᎮᏍᏗ ᎤᎾᎵᏏᎾᎯᏍᏗ ᎢᏳᎾᎵᏍᏙᏗᏱ.,the younger men likewise exhort to be sober-minded:,8
"“ᏭᏲᎢᏴ ᏫᏣᎩᏍᏔᏁ,” ᎤᏛᏁ ᏫᎵᎻ.","“It’s a miserable inheritance,” said Wilbur, gloomily.",7
ᎠᎴᏫᏍᏘᏍᎨ ᎠᏔᏍᎩᏍᎬ ᎠᎴ ᎠᏓᏅᏫᏍᎨ.,Bleeding out or healing up.,5
ᏗᎨᏥᎾᏌᎢ ᎨᏥᏅᏙᏔᏁᎢ ᏐᏈᎵ ᏃᎴ ᏩᎦ ᏧᏂᏍᏆᏂᎪᏙᏗ.,The animals were left to themselves in the barn.,9
ᏯᎩᏂᎬᎦᏰᏃ.,He may need me.,4
ᏗᏄᎪᏗᏍᎩ ᏗᏂᏅ ᏧᏓᎾᏫᏛᎮ ᏣᏄᏏ ᏃᎴ ᎱᎵᏛᏓᏁᎢ.,Lurvy sprang from the judges’ ring and disappeared.,8
"ᏐᏉ ᏔᎵ ᏩᏍᏗ, ᎤᏢᏗ ᎤᏓᏅᏖᎴᎢ.","From one to two, Wilbur planned to sleep.",8
"“ᎠᏯ ᏍᏉ,” ᎤᏛᏁ ᎠᎵᏰᎾ.","“I do, too,” said Aranea.",5
ᏣᏉ.,I can’t.,2
ᏣᎵ ᎨᏍᏗ ᏗᏟ ᏱᎩ.,But Charley’s no warrior.,4
”Ꭾ ᏧᏍᏆᏴᏍᏗ?” ᏭᏛᏁ.,"“You there, Templeton?” he called.",5
ᏣᏉᎩ ᎪᎰᏍᏗ ᏱᏂᏓᎦᎵᏍᏔᏂ.,Expecting nothing.,2
"ᎠᏰᎸᏰᏃ ᎥᏝ ᏌᏉᏉ ᎤᏫᏞᏫᏒ ᏱᎩ, ᎤᏣᏘᏍᎩᏂ ᏚᏫᏞᏫᏒᎢ.","For the body is not one member, but many.",9
ᎠᏓᏅᏙ ᎠᏓᏪᎵᎩᏍᎬ ᏞᏍᏗ ᏴᎠᏗᏍᎨᏍᏗ.,Quench not the Spirit;,4
”ᎡᏆ ᎬᏂᎨ ᎤᏍᎪᎸ.,“A big grey one.,4
“ᎯᎦᏔᎭᏍᎪᏃ ᎤᏰᎸᏛ ᎭᎵᏦᎯᏓ ᏥᏂᎨᏨᏁ?,"“You know why they’re fattening you up, don’t you?”",9
"“ᎤᎵᏬᏨᏉ ᏱᎩ,” ᎤᏛᏁ ᎡᎳᏆᏗ.","“Maybe he’s dead,” said Avery.",5
ᎤᏛᏅ.,I said.,2
“ᎭᏗᏓ!” ᎤᏪᎷᏁ ᏫᎵᎻ.,“Get up! screamed Wilbur.,4
"“ᎨᏍᏗ ᎪᎱᏍᏗ ᏯᏕᎶᎰᏍᎦ ᏃᏉ,” ᎤᏛᏁ.","“He can’t feel a thing now,” she remarked.",8
"Ꭾ ᏣᎵ, ᎤᎦᏃᏮ ᎭᎲᎦ ᏥᏲᏎᎸ.","Hey, Charley, I said. Sit down here where it’s warm.",10
ᎠᏔᎴᎦᏒ ᎤᏩᏌ ᎤᏍᎪᏒ ᎬᏂᎨᏒ ᏂᎬᏁᎮ ᎠᏍᎦᏯᏯ ᎨᏒ.,The tunnel was an example of his skill and cunning.,10
“ᎯᎠ ᏏᏆ ᎠᎬᏱ ᎠᏓᏔᎶᎯ ᎦᏳᎳ.”,“This pig has won first prize already.”,7
ᎤᎾᎦᏙᏍᏕᎢ ᏗᎦᏃᏣᏢ ᎠᏂᎪᏕᏍᎩ ᎤᎾᏤᎵ ᎤᏍᏆᏂᎩᏗ ᏏᏆ.,They stared at the sign ZUCKERMAN’S FAMOUS PIG.,8
ᎤᏥᏯ.,Earthworm,1
“ᏃᎴ ᏤᏍᏗ ᎦᏓᎭ ᏱᏂᏍᏔᎵᏍᏔᏁᏍᏗ!”,“And don’t get dirty!”,4
ᎠᎬᏂᏗᏳᏃ ᎨᏒ ᎣᏩᏒ ᎣᏓᎦᏙᎥᎯᏍᏗ ᎨᏒ ᎾᏓᏛᏁᎲᎢ; ᎣᏩᏒᏃ ᎣᏓᎦᏙᎥᎯᏍᏗ ᎨᏒ ᎤᏚᎩ ᎬᏗ ᎨᏒ ᎠᏓᏩᏛᎡᎲᎢ;,"and stedfastness, approvedness; and approvedness, hope:",6
ᏂᎬᎾᏛ ᎤᎧᏖᏃᎴ ᏫᎵᎻ.,Wilbur looked everywhere.,3
ᏙᎮᎵᎠ?”,Do you really think so?”,5
“ᎤᏙᎯᏳᎭᏗ” ᎤᏛᏁ ᎠᎦᏴᎵ ᎤᏃᏕᎾ.,"“It is true,” said the old sheep.",7
ᏣᏁᎳ ᏧᏕᏘᏴᏓ.,Eight whole years.,3
ᎤᎦᎿᏩ ᏍᏊ ᎨᏒ.,It was warm too.,4
"ᏕᏥᏍᏆᏂᎪᏙ ᏓᏙᏓᏇᎬᎢ, ᎠᎴ ᏓᏦᎳᏁᎬᎢ, ᎠᎴ ᏓᏍᏆᎸᎮᎬᎢ, ᎠᎴ ᏓᏕᏘᏴᎮᎬᎢ.","Ye observe days, and months, and seasons, and years.",9
"“ᎨᏍᏗ ᎠᏆᏛᎦᏅ ᏱᎩ ᏐᏉ ᎪᎱᏍᏗ ᎤᏛᏅ,” ᎤᏛᏁ.","“I never heard one say anything,” he replied.",8
ᎢᎦᏓ ᏧᏂᏯᎩᏍᏗ.,Some would be for eating.,5
ᎣᏏᏉᏍᎪ ᎯᏰᎵ?”,Is it coming along pretty well?”,6
”ᎨᏍᏗ ᏯᏆᏚᎵ ᎥᎩᏍᏗ.,“I don't want to be killed.,6
ᏥᎾᏝᎥᎢ ᎤᏍᏗ ᏐᏈᎵ ᎤᎵᏎᎩᏳ ᏯᏰᎸᎭ,My little horse must think it queer,7
ᎨᏍᏗ ᎠᎾᏓᏍᏔᏴᎲᏍᎩ ᏱᎨᏎ ᎠᏂᏧᏣ.,The boys were not cooks.,5
ᎤᎵᎦᎵᏴᎮᎢ ᎠᏴᏤᏂ ᏫᎵᎻ.,So Wilbur cleared his throat.,5
ᏂᎦᏓ ᎭᏂᎧᏔᎮᎢ.,Everybody knew it.,3
ᎾᏍᎩ ᎢᏳᏍᏗ ᎢᏨᏍᏗᏰᏗᎭ ᎠᏴ ᏍᎩᏯᏕᎶᏆᎡᎯ ᎢᏣᎵᏍᏙᏗᏱ.,"I beseech you therefore, be ye imitators of me.",9
"ᎬᏂᎬᎦ, ᏌᎳᏓ.","“I need you, Charlotte.",4
ᎪᎱᏍᏗ ᏕᎪᏪᎳ ᎧᏁᏌᎢ.,It has writing on it.,5
ᏞᏍᏗ ᎠᏎᏉ ᏱᏥᏰᎸᏍᎨᏍᏗ ᎠᏙᎴᎰᎯᏍᏗ ᎨᏒᎢ.,despise not prophesyings;,3
ᎤᏚᎵᏍᎨᏍᏗ ᎤᏛᎪᏗ.,He will want to know about this.,7
“ᏣᏁᎸᏔᏅᎯᏍᎪᏃ ᏣᏏᎳᏛᏗ?” ᎤᏛᏛᏁ ᎦᏂᎦᏔ ᎡᎹᏂᏓ.,“Ever try to spin one?” asked Dr. Dorian.,8
"ᏖᎾᎾᏏᎾᎩ ᎯᏍᎪᎵ, ᏃᏉ ᏛᎾᎢ.",“Pull in your head—they’re coming.,5
“ᎡᏯ!” ᎤᏪᎷᏁ.,“Ouch!” he screamed.,3
”ᎲᎦ ᎢᏳᏩᏂᎸ?” ᎡᏝᏪᎯ ᎤᏛᏛᏁ ᏌᏌ.,“What time is it?” whispered Wilbur to the goose.,9
ᎤᎩᏨᏓᏍᎩᏂ ᎤᏒ ᎤᏠᏱ ᏄᏛᏁᎸ.,And the next night he did the same thing.,9
ᏭᏩᎦᏘᏗᏒ ᎮᎲᎢ ᎣᏏᏉ ᎨᏎᏍᏗ.,Your future is assured.,4
”ᏙᎢᏳᏍᏗ?” ᎤᏛᏁ ᎧᏅᏂᏍᎩ.,“Yes?” said the spider.,4
ᏅᎩᏍᎪ ᎢᏯᏂ ᏱᎾᏓ.,Let’s say four hundred Indians.,5
ᎢᎦ ᎤᏗᎴᎩ ᏄᎵᏍᏔᏁ.,The day grew fiercely hot.,5
ᏕᏥᏯᎦᎭᎾᏅ ᎠᏌᎻᏓ.,I looked around at Smith.,5
ᏫᏥ ᎢᎦ ᎤᏃᎴ ᎠᏲᏙᏗ ᏗᎾᏓᎢ ᎠᎾᏂᎩᏍᎨᎢ.,"Most of them sailed away, on their balloons.",8
ᎤᏍᎦᏃᎵ ᎡᎳᏗ ᏄᏛᏁᎴ ᏫᎵᎻ ᎤᏴᏍᏗ ᎢᏣ.,She ascended slowly and returned to Wilbur’s pen.,8
"“ᏑᎾᎴ ᎬᏃᎯᏎᎸ,” ᎤᏛᏁ.","“I’ll tell you in the morning,” she said.",8
Ꭷ ᏃᏉ ᎤᏍᏆᎸ ᏣᏢᏗ ᏫᎵᎻ.”,"And now, Wilbur, it’s time you went to sleep.”",9
ᎤᏥᏯ ᎠᏩᏔ ᏃᎴ ᏧᏗᎩᏏ!,She found an earthworm with its droppings!,7
"”ᎠᎩᎸᏉᏗ ᎭᏂ ᏐᏈᎵ ᏃᎴ ᏩᎦ ᏧᏂᏍᏆᏂᎪᏙᏗ,” ᎤᏛᏁ ᏫᎵᎻ.","“I just love it here in the barn, said Wilbur.",10
"ᏞᏍᏗ ᏕᏣᎧᏂᏍᎬᏉ ᏱᏗᏧᎪᏗᏍᎨᏍᏗ, ᏚᏳᎪᏛᏍᎩᏂ ᏕᏧᎪᏗᏍᎨᏍᏗ.","Judge not according to appearance, but judge righteous judgment.",9
ᏚᏯᏪᎨ ᏩᎶᏏ ᏑᎾᎴ ᎤᎵᏖᎸᏂᎸᎢ.,The frog seemed tired after his morning in the swing.,10
”ᏣᎦᏎᏍᏕᏍᏗ ᏔᏕᎶᎰᏏ ᎾᏛᏁᎲ.”,“You watch and see what he does.”,7
ᎨᏍᏗ ᎩᎶ ᏳᎪᏩᏛᎭ.,Nobody noticed her.,3
ᏰᎵ ᏧᏕᏘᏴᏓ ᎣᎬᏌ ᎣᏣᏓᏍᏕᎵᏍᎩ ᏃᏤᎰ ᎠᏰᎵ ᏙᏰ.,Existing independently outside the Nation for many years.,8
ᏗᏓᎴᏂᏍᎬᎢ ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᎢᏧᎳᎭ ᎠᏁᎮᎢ.,The same was in the beginning with God.,8
ᎣᏁᏉ ᎢᏴ ᎤᎧᏌᏬᎸ ᎤᏓᏁᏁ ᎠᎦᏙᎵ ᏫᎵᎻ.,A moment later a tear came to Wilbur’s eye.,9
ᎭᎴᏫᏍᏓ ᎭᏦᏱᎲ!,Stop your crying!,3
ᎠᏓᏅᏖᏍᎪ ᎢᏳᏍᏗ ᎠᎪᎵᏰᏍᎬ ᎦᏙᎯ.,She wonders about what she observes in the soil.,9
"“ᏂᎦᏓ ᏗᎩᎷᏫᏍᏔᏏ, ᎠᎳᏂ, ᎩᏂᏧᎦ ᎤᏅᏗ ᏧᎾᏦᏴᏍᏗ!”","“Let's get busy! Edith, bring the buttermilk!”",7
ᎡᏣᏅᏓᏓ ᎶᏛ ᎤᏓᎵᎢ.,Remember Lot’s wife.,3
ᏫᎦᏃᎯᎵᏙ ᏣᏥ ᎤᏛᏅ.,"He said, George is out hunting.",6
ᎠᏴ ᎡᏙᏓᏃ ᏌᏉᏉ.,I and the Father are one.,6
ᏧᎬᏩᎶᏗ ᎢᏥᎲᎢ ᎤᎪᏒ; ᏗᏣᏄᏬᏃ ᏥᏍᎪᏴ ᎦᏂᏯᎥ;,"Your riches are corrupted, and your garments are moth-eaten.",9
ᏯᎾᎵᎪᎲᏍᎬ?,So they don’t join up?,5
ᎨᏍᏗ ᏯᏆᎵᏍᎪᎢ.,I don’t spit on it.,5
ᎧᏂᎩᏛ ᏚᏳᎪᏛ ᎡᎶ.,There was no justice in the world anymore.,8
“ᎢᎩᏅᏅᎢᏍᏗ ᏃᏉ,We had better hurry along,5
ᎬᏂᎨᏒ ᎬᎭᏂᎲ ᎠᏉᏰᏅ ᏃᎴ ᏥᎴᏂ ᎦᎸᎳᏗᏨ.,I could feel them beating in my wrists and temples.,10
ᎦᏨ ᎮᎵ ᎠᏆᏚᎵ ᎠᏇᏓᏍᏗ ᎯᎪ ᎤᏓᏏᏂᏕᎾ?”,You know where I’d really like to be this evening?”,10
ᎠᏏᎳᏛᏗ!,Pay out line!,3
"ᏂᎦᏗᏳᏃ ᎬᏩᏕᏦᏁᎢ, ᎠᎴ ᎤᎾᎵᏎᎢ.","And they all left him, and fled.",7
ᏅᏩᏍᏗ ᎠᏁᏉᎦ ᏂᏣᏓᎨᏒ.”,“Seems to me you're putting on weight.”,7
“Ꭽ!” ᎤᏪᎵᏎ ᏥᏍᏚ.,Ha! Thought Rabbit.,3
ᏂᎯ ᎡᎵᏊ ᏱᏣᎾᏔ Ꮩ ᎤᏍᏗ ᎨᏒ.”,"You might, by chance, know what it is.",8
ᎯᎸᎢᏴ ᎣᏏᏉ ᎨᏐᎢ. ᎯᎸᎢᏴ Ꮳ.,"It’s good in some ways, not so good in others.",10
"“Ꭳ, ᎪᎱᏍᏗ ᏂᎬᏁ,” ᎤᏛᏁ.","“Oh, making something,” she said.",5
ᏯᎾᎵᏖᎸᎲᏍᎬᎾ ᎤᏂᏃᏕᎾ.,The sheep lay motionless.,4
"ᎩᎶᏰᏃ ᎾᏍᎩ ᏂᎦᏡᏗᏍᎬᎾ ᏥᎨᏐ, ᎾᏍᎩ ᎢᎦᎵᎪᏁᎯ ᎨᏐᎢ.",For he that is not against us is for us.,10
ᎨᏍᏗ ᏱᏥᎪᎠ ᎡᏂᏏ ᎠᏂᏁᎵ ᏦᏲᏎᎸ ᏣᎵ.,I didn’t see Ancih’s husband and said so to Charley.,10
"ᎯᎢᏃ ᏍᏏᏉᏯ ᎠᏍᎦᏯ ᎤᎵᏍᎨᏓ ᎨᏎ, ᎢᏓᏗᎰ.","This Sequoyah must have been famous, we say.",8
ᏃᎴ ᏍᏈᏍᏙᏒ ᎤᎵᎮᎵᏍᏗ ᎤᏩᏙᎯᏴᏓ ᎢᎦ ᏭᏩᎦᏘᏗᏒ.,"And many more happy, tranquil days followed.",7
"”ᏩᎾᎢ ᏗᎦᎶᏅᎮᏗ,” ᎤᏛᏁ ᏌᎳᏓ.","“Easy to fool,” said Charlotte.",5
